Color,Value,Variable,,,
#08ac19,192.528,PM25,,,
#08ab1b,193.292,PM25,,,
#08ac18,194.056,PM25,,,
#08ad15,194.82,PM25,,,
#08ad16,195.584,PM25,,,
#08ad15,196.348,PM25,,,
#08b012,197.112,PM25,,,
#09b210,197.876,PM25,,,
#09b30f,198.64,PM25,,,
#08b30f,199.404,PM25,,,
#0cb40f,200.168,PM25,,,
#12b50e,200.932,PM25,,,
#11b50e,201.696,PM25,,,
#15b60e,202.46,PM25,,,
#14b60e,203.224,PM25,,,
#18b70e,203.988,PM25,,,
#1ab70e,204.752,PM25,,,
#18b70e,205.516,PM25,,,
#1bb80e,206.28,PM25,,,
#22ba0e,207.044,PM25,,,
#21ba0e,207.808,PM25,,,
#24bb0d,208.572,PM25,,,
#25bb0d,209.336,PM25,,,
#24bb0d,210.1,PM25,,,
#27bc0d,210.864,PM25,,,
#2abd0d,211.628,PM25,,,
#29bd0d,212.392,PM25,,,
#2abd0d,213.156,PM25,,,
#2dbe0d,213.92,PM25,,,
#32c00d,214.684,PM25,,,
#35c00d,215.448,PM25,,,
#33c00d,216.212,PM25,,,
#36c00d,216.976,PM25,,,
#39c10c,217.74,PM25,,,
#38c10c,218.504,PM25,,,
#3cc30c,219.268,PM25,,,
#3bc30c,220.032,PM25,,,
#42c40b,220.796,PM25,,,
#46c50b,221.56,PM25,,,
#44c50b,222.324,PM25,,,
#46c50b,223.088,PM25,,,
#49c60b,223.852,PM25,,,
#4dc70b,224.616,PM25,,,
#4fc80b,225.38,PM25,,,
#51c80b,226.144,PM25,,,
#4fc80b,226.908,PM25,,,
#52c90b,227.672,PM25,,,
#59cb0a,228.436,PM25,,,
#58cb0a,229.2,PM25,,,
#5bcc0a,229.964,PM25,,,
#5ccc0a,230.728,PM25,,,
#5bcc0a,231.492,PM25,,,
#5ecd0a,232.256,PM25,,,
#61ce09,233.02,PM25,,,
#60ce09,233.784,PM25,,,
#61ce09,234.548,PM25,,,
#65cf09,235.312,PM25,,,
#64cf09,236.076,PM25,,,
#6ad109,236.84,PM25,,,
#6dd209,237.604,PM25,,,
#6bd209,238.368,PM25,,,
#6dd209,239.132,PM25,,,
#71d309,239.896,PM25,,,
#70d309,240.66,PM25,,,
#74d408,241.424,PM25,,,
#73d408,242.188,PM25,,,
#79d508,242.952,PM25,,,
#7dd608,243.716,PM25,,,
#7bd608,244.48,PM25,,,
#7dd608,245.244,PM25,,,
#81d708,246.008,PM25,,,
#84d908,246.772,PM25,,,
#85d908,247.536,PM25,,,
#84d908,248.3,PM25,,,
#87da07,249.064,PM25,,,
#8ada07,249.828,PM25,,,
#88da07,250.592,PM25,,,
#8ada07,251.356,PM25,,,
#90dc07,252.12,PM25,,,
#93dd06,252.884,PM25,,,
#94dd06,253.648,PM25,,,
#93dd06,254.412,PM25,,,
#96dd06,255.176,PM25,,,
#99de06,255.94,PM25,,,
#97de06,256.704,PM25,,,
#99de06,257.468,PM25,,,
#a0e106,258.232,PM25,,,
#9fe106,258.996,PM25,,,
#a3e206,259.76,PM25,,,
#a5e306,260.524,PM25,,,
#a3e306,261.288,PM25,,,
#a5e306,262.052,PM25,,,
#a8e405,262.816,PM25,,,
#ace505,263.58,PM25,,,
#abe505,264.344,PM25,,,
#b0e604,265.108,PM25,,,
#b5e704,265.872,PM25,,,
#b4e704,266.636,PM25,,,
#b5e704,267.4,PM25,,,
#b8e904,268.164,PM25,,,
#bbea04,268.928,PM25,,,
#bcea04,269.692,PM25,,,
#bbea04,270.456,PM25,,,
#c0eb04,271.22,PM25,,,
#c5ec04,271.984,PM25,,,
#c4ec04,272.748,PM25,,,
#c8ed03,273.512,PM25,,,
#cbee03,274.276,PM25,,,
#cdee03,275.04,PM25,,,
#cbee03,275.804,PM25,,,
#cdef03,276.568,PM25,,,
#d1f003,277.332,PM25,,,
#d0f003,278.096,PM25,,,
#d7f203,278.86,PM25,,,
#d9f203,279.624,PM25,,,
#d7f203,280.388,PM25,,,
#daf302,281.152,PM25,,,
#ddf402,281.916,PM25,,,
#dbf402,282.68,PM25,,,
#ddf402,283.444,PM25,,,
#e0f502,284.208,PM25,,,
#e3f602,284.972,PM25,,,
#e2f502,285.736,PM25,,,
#e7f701,286.5,PM25,,,
#ecfa01,287.264,PM25,,,
#ebf901,288.028,PM25,,,
#ecf901,288.792,PM25,,,
#f0fa01,289.556,PM25,,,
#f3fb01,290.32,PM25,,,
#f4fb01,291.084,PM25,,,
#f3fb01,291.848,PM25,,,
#f7fc01,292.612,PM25,,,
#fdfd00,293.376,PM25,,,
#fcfd00,294.14,PM25,,,
#fefc00,294.904,PM25,,,
#fefa00,295.668,PM25,,,
#fef900,296.432,PM25,,,
#fefa00,297.196,PM25,,,
#fef800,297.96,PM25,,,
#fef500,298.724,PM25,,,
#feee00,299.488,PM25,,,
#feec00,300.252,PM25,,,
#feee00,301.016,PM25,,,
#feeb00,301.78,PM25,,,
#fee800,302.544,PM25,,,
#fee900,303.308,PM25,,,
#fee800,304.072,PM25,,,
#fee500,304.836,PM25,,,
#fedf00,305.6,PM25,,,
#fedc00,306.364,PM25,,,
#fede00,307.128,PM25,,,
#fedb00,307.892,PM25,,,
#fed800,308.656,PM25,,,
#fed900,309.42,PM25,,,
#fed500,310.184,PM25,,,
#fed200,310.948,PM25,,,
#fed000,311.712,PM25,,,
#fed200,312.476,PM25,,,
#fece00,313.24,PM25,,,
#fec800,314.004,PM25,,,
#fec900,314.768,PM25,,,
#fec500,315.532,PM25,,,
#fec600,316.296,PM25,,,
#fec300,317.06,PM25,,,
#fec000,317.824,PM25,,,
#fec200,318.588,PM25,,,
#febf00,319.352,PM25,,,
#feb900,320.116,PM25,,,
#feba00,320.88,PM25,,,
#feb700,321.644,PM25,,,
#feb600,322.408,PM25,,,
#feb700,323.172,PM25,,,
#feb400,323.936,PM25,,,
#feb000,324.7,PM25,,,
#feb100,325.464,PM25,,,
#feb000,326.228,PM25,,,
#fead00,326.992,PM25,,,
#feae00,327.756,PM25,,,
#fea700,328.52,PM25,,,
#fea400,329.284,PM25,,,
#fea500,330.048,PM25,,,
#fea400,330.812,PM25,,,
#fea200,331.576,PM25,,,
#fe9e00,332.34,PM25,,,
#fe9f00,333.104,PM25,,,
#fe9b00,333.868,PM25,,,
#fe9900,334.632,PM25,,,
#fe9b00,335.396,PM25,,,
#fe9800,336.16,PM25,,,
#fe9100,336.924,PM25,,,
#fe9200,337.688,PM25,,,
#fe8e00,338.452,PM25,,,
#fe8f00,339.216,PM25,,,
#fe8c00,339.98,PM25,,,
#fe8900,340.744,PM25,,,
#fe8b00,341.508,PM25,,,
#fe8800,342.272,PM25,,,
#fe8200,343.036,PM25,,,
#fe7f00,343.8,PM25,,,
#fe7e00,344.564,PM25,,,
#fe7f00,345.328,PM25,,,
#fe7c00,346.092,PM25,,,
#fe7900,346.856,PM25,,,
#fe7a00,347.62,PM25,,,
#fe7600,348.384,PM25,,,
#fe7700,349.148,PM25,,,
#fe7100,349.912,PM25,,,
#fe6d00,350.676,PM25,,,
#fe6f00,351.44,PM25,,,
#fe6d00,352.204,PM25,,,
#fe6900,352.968,PM25,,,
#fe6a00,353.732,PM25,,,
#fe6700,354.496,PM25,,,
#fe6800,355.26,PM25,,,
#fe6200,356.024,PM25,,,
#fe5e00,356.788,PM25,,,
#fe5f00,357.552,PM25,,,
#fe5e00,358.316,PM25,,,
#fe5b00,359.08,PM25,,,
#fe5800,359.844,PM25,,,
#fe5700,360.608,PM25,,,
#fe5800,361.372,PM25,,,
#fe5500,362.136,PM25,,,
#fe5200,362.9,PM25,,,
#fe5400,363.664,PM25,,,
#fe5200,364.428,PM25,,,
#fe4b00,365.192,PM25,,,
#fe4800,365.956,PM25,,,
#fe4600,366.72,PM25,,,
#fe4800,367.484,PM25,,,
#fe4500,368.248,PM25,,,
#fe4200,369.012,PM25,,,
#fe4400,369.776,PM25,,,
#fe4300,370.54,PM25,,,
#fe3b00,371.304,PM25,,,
#fe3a00,372.068,PM25,,,
#fe3c00,372.832,PM25,,,
#fe3800,373.596,PM25,,,
#fe3600,374.36,PM25,,,
#fe3800,375.124,PM25,,,
#fe3600,375.888,PM25,,,
#fe3300,376.652,PM25,,,
#fe3000,377.416,PM25,,,
#fe2f00,378.18,PM25,,,
#fe3000,378.944,PM25,,,
#fe2b00,379.708,PM25,,,
#fe2700,380.472,PM25,,,
#fe2800,381.236,PM25,,,
#fe2700,382,PM25,,,
#fe2400,382.764,PM25,,,
#fe2100,383.528,PM25,,,
#fe2000,384.292,PM25,,,
#fe2100,385.056,PM25,,,
#fe1e00,385.82,PM25,,,
#fe1b00,386.584,PM25,,,
#fe1d00,387.348,PM25,,,
#fe1b00,388.112,PM25,,,
#fe1300,388.876,PM25,,,
#fe1000,389.64,PM25,,,
#fe0e00,390.404,PM25,,,
#fe0f00,391.168,PM25,,,
#fe0e00,391.932,PM25,,,
#fe0c00,392.696,PM25,,,
#fe0500,393.46,PM25,,,
#fe0300,394.224,PM25,,,
#fe0500,394.988,PM25,,,
#fe0200,395.752,PM25,,,
#fe0000,396.516,PM25,,,
#ff0000,397.28,PM25,,,
#e70000,398.044,PM25,,,
#9a0000,398.808,PM25,,,
#480000,400,PM25,,,
